City,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind Speed
louisbourg,0,MG,1570299093,71,-25.17,45.06,297.0,5.23
evensk,0,RU,1570299094,65,61.92,159.24,268.3,3.49
wyndham,93,GB,1570299094,93,51.61,-3.54,288.71,4.1
yeniseysk,100,RU,1570299094,85,58.45,92.17,275.5,2.364
brae,3,GB,1570299094,70,60.4,-1.35,283.15,7.2
mudgee,68,AU,1570299095,93,-32.6,149.59,286.15,2.1
lerwick,3,GB,1570299095,66,60.15,-1.15,283.15,11.3
barahona,75,DO,1570299095,70,18.21,-71.1,304.15,8.2
yenotayevka,81,RU,1570299095,45,47.24,47.04,289.2,6.53
mumford,71,GH,1570299096,90,5.26,-0.76,297.1,2.807
abha,0,SA,1570299096,77,18.22,42.5,295.15,3.08
isla mujeres,40,MX,1570299096,70,21.23,-86.73,304.15,3.6
shanghai,0,CN,1570298829,68,31.23,121.49,293.71,5.0
ialibu,100,PG,1570299097,98,-6.28,143.99,288.5,0.47
cabedelo,40,BR,1570299097,65,-6.97,-34.84,300.15,7.2
bitkine,100,TD,1570299097,85,11.98,18.21,297.1,1.359
alappuzha,100,TD,1570299097,85,11.98,18.21,297.1,1.359
burica,100,TD,1570299097,85,11.98,18.21,297.1,1.359
coquimbo,0,CL,1570299098,62,-29.95,-71.34,288.15,6.2
doha,1,QA,1570299098,45,25.29,51.53,306.15,3.1
hamilton,40,CA,1570299098,66,43.26,-79.87,287.04,7.7
arsenyev,0,RU,1570299099,58,44.16,133.27,275.6,1.3
avera,90,US,1570299099,60,33.19,-82.53,301.15,5.1
darab,0,IR,1570299099,35,28.75,54.55,286.3,1.32
mao,20,DO,1570299087,55,19.55,-71.08,305.93,4.6
swidwin,0,PL,1570299100,81,53.77,15.78,283.15,2.6
vila franca do campo,40,PT,1570299100,88,37.72,-25.43,296.15,3.1
kamenskoye,40,PT,1570299100,88,37.72,-25.43,296.15,3.1
katobu,3,ID,1570299100,88,-4.94,122.53,297.0,2.84
mahebourg,40,MU,1570299101,83,-20.41,57.7,297.15,3.1
kozhva,100,RU,1570299101,96,65.11,57.05,276.5,2.36
kodinsk,34,RU,1570299102,91,58.6,99.18,272.5,3.09
lasa,20,CY,1570299102,83,34.92,32.53,298.15,2.1
kaihua,9,CN,1570299102,91,29.14,118.41,291.3,2.73
katsuura,40,JP,1570299103,83,33.93,134.5,294.15,2.6
atar,0,MR,1570299103,7,20.52,-13.05,313.7,1.91
rumoi,86,JP,1570299103,70,43.93,141.67,283.9,6.31
kavaratti,31,IN,1570299104,64,10.57,72.64,301.3,1.33
ta khmau,40,KH,1570299104,88,11.48,104.95,299.15,4.1
lompoc,1,US,1570299104,30,34.64,-120.46,297.59,2.385
caucasia,100,CO,1570299104,69,7.98,-75.2,303.1,1.4
oktyabrskiy,75,RU,1570299105,75,55.61,37.97,282.04,3.0
te anau,1,NZ,1570299105,84,-45.41,167.72,274.1,0.24
abaza,100,RU,1570299105,67,52.65,90.1,281.5,4.02
ribas do rio pardo,94,BR,1570299105,38,-20.45,-53.76,306.5,3.31
bumba,38,CD,1570299106,91,2.18,22.47,296.1,0.428
paulo afonso,0,BR,1570299106,27,-9.4,-38.23,305.4,5.25
rio gallegos,75,AR,1570299106,43,-51.62,-69.22,283.15,5.7
concordia,90,AR,1570299106,68,-31.4,-58.02,291.15,6.2
umzimvubu,90,AR,1570299106,68,-31.4,-58.02,291.15,6.2
bakchar,85,RU,1570299107,97,57.02,82.07,283.1,1.89
kuche,85,RU,1570299107,97,57.02,82.07,283.1,1.89
serenje,8,ZM,1570299107,42,-13.23,30.22,296.1,2.005
astoria,94,US,1570299108,89,46.19,-123.83,287.59,1.79
tarauaca,48,BR,1570299036,41,-8.16,-70.77,307.2,1.4
oliveira dos brejinhos,36,BR,1570299108,25,-12.32,-42.89,305.5,1.71
kiama,40,AU,1570299108,100,-34.67,150.86,289.26,2.6
tambul,40,AU,1570299108,100,-34.67,150.86,289.26,2.6
praia da vitoria,40,PT,1570299109,78,38.73,-27.07,296.15,6.83
ewa beach,1,US,1570299109,83,21.32,-158.01,299.26,1.5
ketchikan,90,US,1570299109,100,55.34,-131.65,284.15,3.6
methoni,20,GR,1570299109,72,36.82,21.7,293.71,6.89
soure,0,PT,1570299110,68,40.06,-8.63,292.15,6.7
vaitupu,0,PT,1570299110,68,40.06,-8.63,292.15,6.7
maniitsoq,100,GL,1570299110,85,65.42,-52.9,276.9,11.34
mitzic,45,GA,1570299110,96,0.78,11.55,295.1,0.93
susangerd,0,IR,1570299111,32,31.56,48.19,301.15,1.0
iwaki,99,JP,1570299111,98,37.05,140.89,295.37,0.45
nantucket,20,US,1570299111,47,41.28,-70.1,287.59,3.6
kachug,100,RU,1570299111,90,53.96,105.89,276.7,4.643
burns lake,77,CA,1570299112,79,54.23,-125.76,276.6,2.69
luena,88,AO,1570299112,54,-11.78,19.91,294.7,1.771
turukhansk,100,RU,1570299112,91,65.8,87.96,275.1,3.76
barisal,43,BD,1570299112,81,22.7,90.37,299.2,2.096
aykhal,90,RU,1570299113,100,65.95,111.51,269.15,3.0
saint-pierre,75,FR,1570299113,100,48.95,4.24,288.15,3.1
sisimiut,100,GL,1570299113,96,66.94,-53.67,274.7,14.27
torbay,75,CA,1570299114,86,47.66,-52.73,280.93,6.7
buluang,20,PH,1570299114,83,10.47,123.98,299.15,0.5
nurota,0,UZ,1570299114,47,40.56,65.69,288.15,3.1
chimbote,100,PE,1570299114,92,-9.08,-78.59,289.2,5.39
fairbanks,40,US,1570299079,86,64.84,-147.72,272.04,3.6
togur,64,RU,1570299116,98,58.36,82.83,279.1,1.18
namie,100,JP,1570299116,95,37.52,140.86,292.04,0.79
morrope,75,PE,1570299116,29,-6.54,-80.02,292.15,7.2
terrak,36,NO,1570299116,56,65.09,12.37,277.15,2.1
kolondieba,93,ML,1570299117,71,11.09,-6.89,300.9,1.06
junction city,1,US,1570299117,38,39.03,-96.83,296.48,4.6
takoradi,20,GH,1570299117,88,4.89,-1.75,298.3,4.973
nguiu,20,GH,1570299117,88,4.89,-1.75,298.3,4.973
sao filipe,11,CV,1570299118,82,14.9,-24.5,298.6,6.94
kampot,40,KH,1570299118,94,10.62,104.18,299.15,0.5
tessalit,0,ML,1570299118,8,20.2,1.01,307.5,1.23
kloulklubed,75,PW,1570299118,94,7.04,134.26,298.15,5.61
vallenar,0,CL,1570299119,30,-28.58,-70.76,293.9,5.529
lokosovo,100,RU,1570299119,97,61.13,74.84,283.0,4.42
kununurra,4,AU,1570299119,68,-15.77,128.74,295.15,1.0
coihaique,75,CL,1570299119,50,-45.58,-72.07,284.15,3.1
pascagoula,1,US,1570299120,49,30.37,-88.56,306.48,4.6
tucurui,38,BR,1570299120,37,-3.77,-49.67,308.0,1.8
killybegs,90,IE,1570299120,87,54.63,-8.45,287.15,5.7
nizwa,36,OM,1570299122,53,22.93,57.53,298.2,4.57
palana,1,RU,1570299122,68,59.08,159.95,275.7,3.68
zarand,20,IR,1570299122,28,30.81,56.57,290.15,2.1
dunedin,3,NZ,1570299123,65,-45.87,170.5,279.82,2.24
disna,3,NZ,1570299123,65,-45.87,170.5,279.82,2.24
can,40,IT,1570299123,77,46.08,11.97,290.37,2.1
nishihara,75,JP,1570299124,78,35.74,139.53,296.48,5.7
nata,22,BW,1570299124,13,-20.21,26.19,300.4,4.32
bolungarvik,22,BW,1570299124,13,-20.21,26.19,300.4,4.32
alibag,40,IN,1570299124,74,18.64,72.88,300.15,2.1
agadir,51,MA,1570299125,44,30.42,-9.58,299.15,5.7
isabela,62,PH,1570299125,74,10.2,122.99,300.6,0.44
bom sucesso,33,BR,1570299125,40,-21.03,-44.76,300.8,3.045
mosquera,75,CO,1570299125,45,4.71,-74.23,292.15,4.1
buckeye,1,US,1570299126,30,33.37,-112.58,305.37,2.6
payo,72,ID,1570299126,88,-3.75,103.64,291.9,1.887
bayir,40,TR,1570299126,77,37.27,28.22,294.15,1.5
hihifo,40,TR,1570299126,77,37.27,28.22,294.15,1.5
adrar,0,DZ,1570299128,13,27.87,-0.29,307.15,8.7
sorland,100,NO,1570299128,64,67.67,12.69,280.8,5.17
labuan,75,BN,1570299128,83,5.28,115.24,300.15,1.0
talnakh,75,RU,1570299128,69,69.49,88.39,275.15,2.0
sault sainte marie,20,CA,1570299129,71,46.49,-84.36,286.15,7.2
cuiluan,0,CN,1570299129,68,47.72,128.65,274.7,2.42
el tigre,19,VE,1570299129,42,8.89,-64.25,306.5,3.76
santa cruz de tenerife,75,ES,1570299079,93,28.47,-16.25,299.15,6.2
quipapa,57,BR,1570299130,61,-8.83,-36.01,298.9,5.98
eravur,100,LK,1570299130,76,7.77,81.61,300.1,2.69
paranga,92,KE,1570299130,84,-3.29,38.4,293.6,7.35
flic en flac,40,MU,1570299130,83,-20.27,57.36,297.15,3.1
kulunda,27,RU,1570299131,61,52.57,78.94,286.0,2.19
nuevitas,75,CU,1570299131,70,21.55,-77.27,303.15,1.0
leningradskiy,100,RU,1570299131,96,69.38,178.42,274.6,12.83
hay river,75,CA,1570299131,93,60.82,-115.79,278.15,2.1
shimoda,75,JP,1570299132,88,34.7,138.93,294.82,1.0
mahanoro,17,MG,1570299132,76,-19.9,48.8,297.7,1.685
antropovo,0,RU,1570299132,70,55.25,37.65,282.04,2.0
lalmohan,43,BD,1570299132,81,22.34,90.74,299.2,2.096
toora-khem,100,RU,1570299133,81,52.47,96.11,275.0,1.31
port hedland,0,AU,1570299133,38,-20.31,118.58,297.15,4.1
havre,1,US,1570299133,57,48.55,-109.68,283.15,5.7
kariba,24,ZW,1570299133,45,-16.53,28.78,302.2,1.47
mitu,0,IR,1570299134,35,36.2,46.09,287.4,2.43
alcacer do sal,0,PT,1570299134,60,38.37,-8.51,299.15,6.2
sao felix do xingu,44,BR,1570299134,46,-6.64,-51.99,305.8,0.76
igarka,99,RU,1570299134,95,67.47,86.57,274.1,2.55
srednekolymsk,89,RU,1570299135,82,67.46,153.71,264.5,4.17
beirut,40,LB,1570298965,61,33.9,35.48,299.15,3.6
izumrud,0,UA,1570299135,71,50.35,30.39,283.15,3.0
guangyuan,100,CN,1570299136,95,32.43,105.86,287.4,0.86
zaplavnoye,0,RU,1570299136,72,48.7,45.02,291.15,7.0
saint-louis,0,SN,1570299136,79,16.03,-16.5,303.15,2.1
stoyba,0,SN,1570299136,79,16.03,-16.5,303.15,2.1
puerto narino,75,CO,1570299136,59,-3.77,-70.38,305.15,2.6
lodwar,8,KE,1570299137,36,3.12,35.6,304.8,8.64
havoysund,100,NO,1570299137,86,71.0,24.66,278.15,11.8
pandan,10,PH,1570299137,71,11.72,122.09,301.1,2.2
morgan city,75,US,1570299137,66,29.7,-91.21,306.48,1.5
chunoyar,58,RU,1570299138,96,57.45,97.32,272.8,2.2
tiruchchendur,91,IN,1570299138,70,8.48,78.12,301.3,4.42
kutum,43,SD,1570299138,52,14.2,24.66,299.7,2.718
grand gaube,40,MU,1570299138,83,-20.01,57.66,297.15,3.1
manzanillo,40,MX,1570299139,59,19.05,-104.32,307.15,3.6
sagara,100,IN,1570299139,93,14.17,75.03,295.1,0.72
machico,40,PT,1570299139,65,32.7,-16.77,298.15,5.1
panjab,22,AF,1570299139,76,34.38,67.02,272.0,2.096
zhigansk,100,RU,1570299140,94,66.77,123.37,270.3,6.53
pisco,20,PE,1570299140,30,-13.71,-76.2,295.15,9.3
samdari,26,IN,1570299140,47,25.81,72.58,302.2,3.13
lixourion,20,GR,1570299141,77,38.2,20.43,294.15,4.92
grootfontein,82,NA,1570299141,16,-19.56,18.1,298.1,2.92
jacmel,40,HT,1570299142,52,18.24,-72.54,306.15,5.1
teya,75,MX,1570299142,56,21.05,-89.07,307.15,2.6
shaikhpura,94,IN,1570299142,76,25.14,85.84,299.1,1.273
erenhot,6,CN,1570299143,40,43.65,111.97,279.9,0.68
tiarei,40,PF,1570299143,78,-17.53,-149.33,299.15,6.2
cukai,8,MY,1570299143,94,4.25,103.42,299.15,1.0
humboldt,19,CA,1570299144,61,52.21,-105.12,283.7,6.16
mutoko,51,ZW,1570299144,37,-17.4,32.23,298.2,5.83
tevriz,0,RU,1570299144,93,57.51,72.4,283.4,2.45
calafell,40,ES,1570299144,94,41.2,1.57,294.26,2.1
alcaniz,0,ES,1570299145,78,41.05,-0.13,292.04,0.89
bulawayo,1,ZW,1570299145,21,-20.16,28.59,297.9,6.42
phuthaditjhaba,0,ZA,1570299145,15,-28.53,28.82,288.0,1.92
tuy hoa,100,VN,1570299146,95,13.08,109.3,295.6,0.39
nome,1,US,1570299146,55,30.04,-94.42,305.93,1.99
faya,0,SA,1570299146,77,18.39,42.45,295.15,3.077
macaboboni,0,SA,1570299146,77,18.39,42.45,295.15,3.077
lavrentiya,96,RU,1570299146,95,65.58,-170.99,270.4,3.97
harij,0,IN,1570299147,69,23.69,71.9,301.3,2.3
aktau,0,KZ,1570299147,41,43.65,51.16,288.15,4.0
haines junction,94,CA,1570299147,85,60.75,-137.51,273.4,2.08
farafangana,41,MG,1570299148,90,-22.82,47.83,294.6,1.43
penzance,40,GB,1570299148,93,50.12,-5.53,289.82,7.2
champasak,35,LA,1570299148,89,14.89,105.88,296.5,0.33
naze,85,NG,1570299148,93,5.43,7.07,296.9,2.24
margate,90,AU,1570299149,62,-43.03,147.26,285.15,3.1
kyzyl-suu,60,KG,1570299149,60,42.34,78.0,287.0,0.79
eskilstuna,0,SE,1570299149,55,59.37,16.51,277.04,2.6
ryazan,80,RU,1570299149,75,54.63,39.74,280.3,1.9
dawei,100,MM,1570299150,78,14.07,98.19,300.5,3.41
quatre cocos,40,MU,1570299150,83,-20.21,57.76,297.15,3.1
shimanovsk,13,RU,1570299150,70,52.0,127.67,276.1,1.74
hvammstangi,13,RU,1570299150,70,52.0,127.67,276.1,1.74
linxia,100,CN,1570299151,89,35.6,103.21,280.2,2.77
sukumo,0,JP,1570299151,85,32.94,132.72,294.1,5.41
rawah,0,JP,1570299151,85,32.94,132.72,294.1,5.41
gat,20,SN,1570299151,78,14.69,-16.54,305.15,4.1
nogliki,7,RU,1570299151,75,51.8,143.14,273.7,3.61
posse,21,BR,1570299152,24,-14.08,-46.36,307.8,3.1
payakumbuh,64,ID,1570299152,82,-0.23,100.63,292.4,1.07
fukuma,47,JP,1570299152,77,33.77,130.47,295.93,4.1
chapais,40,CA,1570299153,58,49.78,-74.86,280.15,3.6
silyanah,40,CA,1570299153,58,49.78,-74.86,280.15,3.6
zhongxing,0,CN,1570299153,94,19.57,109.85,295.0,1.174
oistins,40,BB,1570299153,70,13.07,-59.53,304.15,6.2
halifax,40,CA,1570298978,57,44.65,-63.58,284.82,6.2
sinnamary,0,GF,1570299154,75,5.38,-52.96,301.2,5.84
maceio,40,BR,1570298970,65,-9.67,-35.74,301.15,6.2
port victoria,33,AU,1570299154,83,-34.5,137.49,288.3,6.34
taltal,0,CL,1570299154,61,-25.41,-70.49,288.3,4.239
ca mau,100,VN,1570299155,87,9.18,105.15,298.1,0.801
zakamensk,23,RU,1570299155,56,50.38,103.29,272.6,1.94
san jeronimito,20,MX,1570299155,62,17.55,-101.33,305.15,3.6
sola,61,TZ,1570299155,51,-3.17,33.8,296.5,5.15
monte alegre,33,BR,1570299156,28,-2.0,-54.07,311.2,2.62
hobyo,0,SO,1570299156,80,5.35,48.53,299.3,6.9
uray,67,RU,1570299156,74,60.13,64.8,285.3,5.86
yeppoon,0,AU,1570299156,87,-23.13,150.74,289.15,0.869
ellensburg,1,US,1570299157,44,47.0,-120.55,288.71,8.2
pringsewu,95,ID,1570299157,99,-5.36,104.98,293.4,1.349
calatayud,0,ES,1570299157,73,41.35,-1.64,298.15,2.6
ekhabi,36,RU,1570299157,65,53.51,142.97,278.1,4.94
saint anthony,75,US,1570299158,60,43.97,-111.68,280.93,5.1
atasu,0,KZ,1570299158,28,48.68,71.64,283.1,3.68
millington,1,US,1570299158,39,35.34,-89.9,304.15,0.825
harbour breton,79,CA,1570299158,59,47.48,-55.8,281.3,6.78
vostok,0,RU,1570299159,78,46.45,135.83,273.5,1.77
alekseyevsk,58,RU,1570299159,92,57.84,108.35,274.0,4.99
buston,20,TJ,1570299159,55,40.53,69.33,289.15,4.0
vila velha,8,BR,1570299159,48,-3.71,-38.6,303.15,9.8
morehead,1,US,1570299160,43,38.18,-83.43,297.15,1.5
bonthe,71,SL,1570299160,85,7.53,-12.5,299.6,4.08
doctor pedro p. pena,71,SL,1570299160,85,7.53,-12.5,299.6,4.08
ardmore,1,US,1570299160,41,34.99,-86.85,307.59,2.6
winsum,71,NL,1570299161,87,53.33,6.52,284.82,1.5
boende,51,CD,1570299161,71,-0.28,20.88,298.2,0.42
ruteng,0,ID,1570299161,84,-8.61,120.46,291.7,1.38
isangel,100,VU,1570299162,81,-19.55,169.27,295.8,5.57
san vicente,20,EC,1570299014,78,-0.59,-80.41,298.15,4.1
port moresby,100,PG,1570299162,89,-9.47,147.16,298.0,7.56
straumen,0,NO,1570299163,55,63.87,11.3,276.48,4.6
qianjiang,100,CN,1570299163,78,30.43,112.89,287.0,5.44
malumfashi,43,NG,1570299163,56,11.79,7.62,300.7,1.79
yarmouth,40,CA,1570299164,66,43.84,-66.12,283.71,9.8
honningsvag,100,NO,1570299164,82,70.98,25.97,279.0,6.42
brainerd,90,US,1570299164,87,46.36,-94.2,283.15,4.6
bac lieu,90,US,1570299164,87,46.36,-94.2,283.15,4.6
westport,1,US,1570298870,43,41.14,-73.36,289.26,4.1
porbandar,0,IN,1570299165,71,21.64,69.61,301.1,3.793
kaimganj,57,IN,1570299165,53,27.55,79.34,299.6,1.297
matagami,85,NG,1570299165,93,9.67,8.4,295.6,1.06
kargasok,16,RU,1570299166,99,59.06,80.87,277.1,1.605
trenggalek,2,ID,1570299166,95,-8.05,111.71,292.8,2.13
mezen,100,RU,1570299166,98,65.85,44.24,271.4,2.33
nuevo imperial,21,PE,1570299166,85,-13.08,-76.32,289.5,6.246
cartagena del chaira,81,CO,1570299167,41,1.33,-74.84,307.4,1.06
port lincoln,3,AU,1570299167,89,-34.72,135.86,286.8,7.024
luwuk,58,ID,1570299167,96,-0.95,122.79,289.0,1.05
inhambane,0,MZ,1570299167,77,-23.87,35.38,293.4,3.07
castries,0,FR,1570299168,49,43.68,3.99,294.15,6.2
miandrivazo,54,MG,1570299168,58,-19.53,45.46,298.5,1.16
port-gentil,40,GA,1570299168,83,-0.72,8.78,300.15,7.2
mazara del vallo,40,IT,1570299168,88,37.65,12.59,296.15,4.1
namatanai,48,PG,1570299169,81,-3.66,152.44,299.0,2.32
sentyabrskiy,48,PG,1570299169,81,-3.66,152.44,299.0,2.32
tiznit,78,MA,1570299169,21,29.7,-9.73,301.2,1.856
tual,92,ID,1570299169,80,-5.67,132.75,299.5,7.99
kitimat,90,CA,1570299170,93,54.02,-128.69,283.15,4.6
atambua,0,ID,1570299170,79,-9.11,124.89,298.1,3.51
luwingu,97,ZM,1570299170,47,-10.26,29.92,297.9,2.05
meyungs,97,ZM,1570299170,47,-10.26,29.92,297.9,2.05
komsomolskiy,100,RU,1570299171,91,67.55,63.78,273.8,3.14
oranjemund,9,ZA,1570299171,87,-28.55,16.43,287.6,3.407
boden,0,SE,1570299171,69,65.83,21.69,277.15,4.6
koumac,73,NC,1570299171,72,-20.56,164.28,294.9,0.98
tautira,40,PF,1570299172,78,-17.73,-149.15,299.15,6.2
pangoa,24,PE,1570299172,41,-12.12,-73.0,305.8,2.295
arraias,58,BR,1570299158,28,-12.93,-46.94,305.3,1.7
cermik,0,TR,1570299172,34,38.14,39.45,292.15,2.1
hunza,0,TR,1570299172,34,38.14,39.45,292.15,2.1
manicore,42,BR,1570299173,35,-5.81,-61.3,310.0,1.07
mehamn,100,NO,1570299173,82,71.03,27.85,276.9,3.97
klaksvik,34,FO,1570299173,81,62.23,-6.59,283.15,14.9
bethel,90,US,1570299173,93,60.79,-161.76,277.15,5.1
tukrah,90,US,1570299173,93,60.79,-161.76,277.15,5.1
opuwo,82,NA,1570299174,22,-18.06,13.84,298.9,4.79
presidencia roque saenz pena,100,AR,1570299174,55,-26.79,-60.44,294.4,3.89
mahajanga,40,MG,1570299174,65,-15.72,46.32,301.15,2.6
sembakung,100,ID,1570299175,98,3.82,117.25,295.9,0.85
waingapu,0,ID,1570299175,89,-9.65,120.26,293.7,2.97
lakatoro,100,VU,1570299175,79,-16.11,167.42,298.4,2.56
iguguno,73,TZ,1570299175,79,-4.57,34.63,290.3,4.392
rancho palos verdes,1,US,1570299176,34,33.75,-118.37,299.82,0.591
antanifotsy,99,MG,1570299176,92,-19.66,47.32,286.8,2.36
burgersdorp,0,ZA,1570299176,9,-30.99,26.32,288.1,1.57
khani,40,GE,1570299177,44,41.96,42.96,299.15,9.3
lawrenceburg,1,US,1570299177,33,35.24,-87.33,306.48,2.0
tommot,100,RU,1570299177,98,58.97,126.27,272.3,1.24
thanh hoa,40,VN,1570299177,100,10.21,106.33,298.15,0.5
kabare,59,RW,1570299178,85,-1.65,29.38,287.4,0.44
saleilua,59,RW,1570299178,85,-1.65,29.38,287.4,0.44
urumqi,59,RW,1570299178,85,-1.65,29.38,287.4,0.44
sunrise manor,1,US,1570299178,8,36.21,-115.07,298.71,3.6
isla vista,1,US,1570299178,30,34.41,-119.86,300.37,2.03
wer,0,IN,1570299179,55,27.0,77.17,300.4,1.57
saint-augustin,20,CA,1570299179,53,45.63,-73.98,285.93,1.5
la orilla,0,MX,1570299179,71,18.0,-102.23,301.8,1.91
khorinsk,100,RU,1570299179,88,52.16,109.78,273.3,2.75
shellbrook,5,CA,1570299180,71,53.22,-106.39,283.15,2.6
krasnomayskiy,0,RU,1570299180,71,55.0,82.52,284.15,3.0
vientiane,20,LA,1570299180,88,17.96,102.61,298.15,1.0
